"Net loss per share attributable to Class A and Class B common stockholders, basic and diluted  ",$  ,(0.56)  ,$ (0.67)  
"Weighted-average shares used in computing net loss per share attributable to Class A and Class B common stockholders, basic and diluted  ",,"115,681  ","106,842  "
